0,15860657452255,15860657452255,9223372036854775807,0,15860666428845,15860666462230,15860668857959,15860669581865,15860670615928,15860670703115,15860671291032,15860672500876,15860673136605,157000,239000,
0,15860673904198,15860673904198,9223372036854775807,0,15860688390563,15860688425824,15860688434313,15860708836501,15860712188115,15860712251032,15860713526240,15860719781813,15860720757438,187000,239000,
0,15860690536962,15860707203628,9223372036854775807,0,15860714881240,15860714947543,15860714993897,15860715745563,15860716186449,15860720827647,15860720996709,15860722213845,15860723999678,116000,1270000,
0,15860723802925,15860723802925,9223372036854775807,0,15860724068115,15860724097022,15860724099313,15860724178845,15860726567022,15860726611345,15860726817022,15860729018584,15860729744522,163000,160000,
0,15860740435457,15860740435457,9223372036854775807,0,15860740848740,15860740892855,15860740896345,15860741015563,15860741382751,15860741439261,15860741673011,15860743329105,15860744039053,202000,250000,
0,15860757068138,15860757068138,9223372036854775807,0,15860757466188,15860757506292,15860757509574,15860757615980,15860757975251,15860758037490,15860758259938,15860759941605,15860761222803,300000,432000,
0,15860773700660,15860773700660,9223372036854775807,0,15860774233792,15860774297386,15860774304834,15860774489365,15860775161345,15860775261605,15860775817699,15860778969261,15860780375147,305000,459000,
0,15860790333096,15860790333096,9223372036854775807,0,15860790825147,15860790895824,15860790902699,15860791083011,15860791769834,15860791870980,15860792318584,15860795544678,15860796853688,372000,382000,
0,15860806965207,15860806965207,9223372036854775807,0,15860807744365,15860807801813,15860807804261,15860807989053,15860808719001,15860808846449,15860809319990,15860811808792,15860813001709,296000,371000,
0,15860823597511,15860823597511,9223372036854775807,0,15860824270095,15860824325876,15860824329261,15860824506865,15860825086397,15860825231188,15860825688272,15860827858792,15860828926292,229000,381000,
0,15860840229175,15860840229175,9223372036854775807,0,15860840801084,15860840858949,15860840861397,15860841042699,15860841628584,15860841760147,15860842212178,15860844360511,15860845697907,226000,330000,
0,15860856861527,15860856861527,9223372036854775807,0,15860857400303,15860857447230,15860857449834,15860857601501,15860858326397,15860858431605,15860858831136,15860861401709,15860862816970,213000,451000,
0,15860873493859,15860873493859,9223372036854775807,0,15860874124522,15860874179678,15860874182126,15860874364470,15860874917699,15860875040980,15860875503532,15860877861188,15860879014105,325000,323000,
0,15860890126202,15860890126202,9223372036854775807,0,15860890702282,15860890757647,15860890759990,15860890936917,15860891504365,15860891643688,15860892092959,15860894249678,15860895380042,236000,321000,
0,15860906758585,15860906758585,9223372036854775807,0,15860907228897,15860907275876,15860907278220,15860907429053,15860908040042,15860908149261,15860908548845,15860910968376,15860912155199,208000,409000,
0,15860923390873,15860923390873,9223372036854775807,0,15860924020251,15860924075095,15860924077751,15860924255720,15860926512490,15860926637959,15860927092126,15860929110199,15860930552803,200000,619000,
0,15860940022887,15860940022887,9223372036854775807,0,15860940670303,15860940726240,15860940728845,15860940907855,15860941645980,15860941763480,15860942223115,15860944225563,15860945208011,203000,268000,
0,15860956654809,15860956654809,9223372036854775807,0,15860957079574,15860957120511,15860957123219,15860957258584,15860957809365,15860957901917,15860958254001,15860960185094,15860961241865,167000,341000,
0,15860973287074,15860973287074,9223372036854775807,0,15860973883844,15860973938167,15860973940563,15860974119886,15860974796813,15860974938688,15860975402751,15860977542647,15860978634678,206000,299000,
0,15860989919313,15860989919313,9223372036854775807,0,15860990472959,15860990527699,15860990529886,15860990710199,15860991435094,15860991558167,15860992016136,15860994204834,15860995340667,251000,322000,
0,15861006551497,15861006551497,9223372036854775807,0,15861006994001,15861007040042,15861007042282,15861007192438,15861007664938,15861007749417,15861008151240,15861010242751,15861011452074,226000,429000,
0,15861023183753,15861023183753,9223372036854775807,0,15861023713532,15861023768428,15861023771136,15861023947126,15861024716397,15861024895355,15861025327438,15861027914261,15861028934469,210000,285000,
0,15861039815909,15861039815909,9223372036854775807,0,15861040415719,15861040474209,15861040477074,15861040658532,15861041563324,15861041685199,15861042129157,15861044164053,15861045582803,214000,311000,
0,15861056448291,15861056448291,9223372036854775807,0,15861056870928,15861056918897,15861056921240,15861057073584,15861057298115,15861057414834,15861057795563,15861059739469,15861060970355,205000,320000,
0,15862204001636,15862204001636,9223372036854775807,0,15862204345771,15862204376969,15862204379157,15862204494625,15862205084834,15862205194417,15862205544313,15862207234573,15862208266084,193000,335000,
0,15862270535395,15862287202061,9223372036854775807,0,15862288671136,15862288691344,15862288692386,15862288751656,15862288842386,15862288895146,15862289027021,15862289724521,15862290405250,107000,351000,
0,15881182987684,15881282987680,9223372036854775807,0,15881297244930,15881297373576,15881297433368,15881298527639,15881318658316,15881320486024,15881327790139,15881339799722,15881341997483,1876000,782000,
0,15881365980772,15881365980772,9223372036854775807,0,15881366326597,15881366369930,15881366372743,15881368172847,15881368612535,15881368738524,15881369082535,15881373348108,15881374312430,972000,287000,
0,15882630105911,15882630105911,9223372036854775807,0,15882630412638,15882630452065,15882632558472,15882634246492,15882636529513,15882636607013,15882637009461,15882640687222,15882643788888,627000,2116000,
