0,39697093940625,39697093940625,9223372036854775807,0,39697094319980,39697094328903,39697094410134,39697094433442,39697094624518,39697094690057,39697094998288,39697097125749,39697100621672,
0,39697110662284,39697110662284,9223372036854775807,0,39697111148518,39697111156903,39697111222134,39697111243134,39697111413980,39697111478672,39697111778211,39697113870442,39697117233288,
0,39697127384010,39697127384010,9223372036854775807,0,39697127869903,39697127889134,39697128097134,39697128143595,39697128684365,39697128790057,39697129103365,39697131441903,39697134914980,
0,39697144105650,39697144105650,9223372036854775807,0,39697144586442,39697144599442,39697144717211,39697144743749,39697144986980,39697145048826,39697145385826,39697147371672,39697150794518,
0,39697160827397,39697160827397,9223372036854775807,0,39697161317442,39697161330057,39697161407672,39697161435365,39697161652903,39697161712134,39697162053288,39697164072518,39697167888826,
0,39697177548881,39697177548881,9223372036854775807,0,39697178151365,39697178165365,39697178257442,39697178290057,39697178541903,39697178637903,39697179105442,39697181819672,39697185690980,
0,39697194269874,39697194269874,9223372036854775807,0,39697194905442,39697194921365,39697195021365,39697195052057,39697195360518,39697195440672,39697195904672,39697198046903,39697201682211,
0,39697210991084,39697210991084,9223372036854775807,0,39697211630826,39697211645672,39697211745442,39697211779365,39697212047365,39697212144057,39697212615057,39697214428518,39697217595442,
0,39697227712366,39697227712366,9223372036854775807,0,39697228226749,39697228262211,39697228472903,39697228536365,39697229006980,39697229097057,39697229564288,39697232598595,39697236278057,
0,39697244433627,39697244433627,9223372036854775807,0,39697245009134,39697245026365,39697245146826,39697245182980,39697245432672,39697245527980,39697246009749,39697248522672,39697252241365,
0,39697261154869,39697261154869,9223372036854775807,0,39697262194442,39697262205980,39697262347442,39697262372288,39697262557211,39697262652826,39697263188903,39697265932442,39697270148518,
0,39697277875906,39697277875906,9223372036854775807,0,39697278501672,39697278512595,39697278581826,39697278602595,39697278798903,39697278896365,39697279356442,39697283090595,39697286253903,
0,39697294596886,39697294596886,9223372036854775807,0,39697295273980,39697295321057,39697295643595,39697295737442,39697296689749,39697296755749,39697296923903,39697299691442,39697302758134,
0,39697311317817,39697311317817,9223372036854775807,0,39697312058826,39697312104211,39697312347672,39697312425365,39697312907365,39697313006134,39697313404826,39697316241134,39697320417826,
0,39697328039086,39697328039086,9223372036854775807,0,39697328717057,39697328774288,39697329163518,39697329268442,39697330167518,39697330294365,39697330735365,39697333435672,39697337562672,
